"atopid","year","mean.s.sc","low.s.sc","mean.pi.sc","low.pi.sc","mean.kap.sc","low.kap.sc"
1155,1852,NA,NA,NA,NA,NA,NA
1155,1853,NA,NA,NA,NA,NA,NA
1155,1854,NA,NA,NA,NA,NA,NA
1155,1855,NA,NA,NA,NA,NA,NA
1155,1856,NA,NA,NA,NA,NA,NA
1155,1857,NA,NA,NA,NA,NA,NA
1155,1858,NA,NA,NA,NA,NA,NA
1155,1859,NA,NA,NA,NA,NA,NA
1160,1854,0.934959333333333,0.902439,0.848148133333333,0.7722222,0.8489871,0.77348065
1160,1855,0.922480611666667,0.8604651,0.824716826666667,0.6872727,0.825688276666667,0.6906475
1160,1856,0.922480611666667,0.8604651,0.824716826666667,0.6872727,0.825688276666667,0.6906475
1165,1854,0.902439,0.902439,0.7722222,0.7722222,0.77348065,0.77348065
1165,1855,0.906976736666667,0.8604651,0.790111733333333,0.6872727,0.791663433333333,0.6906475
1165,1856,0.906976736666667,0.8604651,0.790111733333333,0.6872727,0.791663433333333,0.6906475
1170,1854,0.75609756,0.75609756,0.7122807,0.7122807,0.71724135,0.71724135
1170,1855,0.76744187,0.76744187,0.7180328,0.7180328,0.7225807,0.7225807
1170,1856,0.76744187,0.76744187,0.7180328,0.7180328,0.7225807,0.7225807
1175,1854,0.46341464,0.46341464,0.24644946,0.24644946,0.31562978,0.31562978
1175,1855,0.44186047,0.44186047,0.2181818,0.2181818,0.2732394,0.2732394
1175,1856,0.44186047,0.44186047,0.2181818,0.2181818,0.2732394,0.2732394
1180,1854,0.57723577,0.36585367,0.395503093333333,0.16783762,0.435479303333333,0.21732748
1180,1855,0.565891466666667,0.3488372,0.41173902,0.14488637,0.439457183333333,0.18206525
1180,1856,0.565891466666667,0.3488372,0.41173902,0.14488637,0.439457183333333,0.18206525
1185,1854,0.46341464,0.46341464,0.24644946,0.24644946,0.31562978,0.31562978
1185,1855,0.39534885,0.39534885,0.18095239,0.18095239,0.22683264,0.22683264
1185,1856,0.39534885,0.39534885,0.18095239,0.18095239,0.22683264,0.22683264
1190,1855,0.87596897,0.81395346,0.694817466666667,0.54736847,0.699551086666667,0.556701
1190,1856,0.87596897,0.81395346,0.694817466666667,0.54736847,0.699551086666667,0.556701
1195,1856,0.565891466666667,0.3488372,0.41173902,0.14488637,0.439457183333333,0.18206525
1195,1857,0.596899236666667,0.39534885,0.346546496666667,0.1217596,0.389782183333333,0.17429839
